,messages,user,message_Date,hour,minute,second,day,month,year
13410,‎‎Your security code with Baganna changed. ‎Tap to learn more.,Vinayak 👩,2022-08-02 19:45:01,19,45,1,Tuesday,August,2022
13411,‎‎Your security code with Baganna changed. ‎Tap to learn more.,Vinayak 👩,2022-08-02 21:46:28,21,46,28,Tuesday,August,2022
13412,Le Nan Facebook password nenp agvaldh le amele email id haledh adhu yallu login Ella password nenp Ella yen madbek le ?,Vinayak 👩,2022-08-04 09:35:40,9,35,40,Thursday,August,2022
13413,go to Google and search for this,Sharat 🔞,2022-08-04 09:46:33,9,46,33,Thursday,August,2022
13414,🫡tqs a lot bro it was so helpful how are you so talented🤔‎,Vinayak 👩,2022-08-04 09:48:00,9,48,0,Thursday,August,2022
13415,‎GIF omitted,Sharat 🔞,2022-08-04 09:48:46,9,48,46,Thursday,August,2022
13416,😹,Rohit 💃,2022-08-04 09:56:37,9,56,37,Thursday,August,2022
13417,Nan engineering pass adhnoo🥳🥳🥳🤩😅,Vinayak 👩,2022-08-10 20:22:24,20,22,24,Wednesday,August,2022
13418,👏❤‍🔥 Congratulations boi.....,Sharat 🔞,2022-08-10 20:36:52,20,36,52,Wednesday,August,2022
13419,Partynooooo‎,Rohit 💃,2022-08-10 20:38:54,20,38,54,Wednesday,August,2022
13420,‎sticker omitted,Rohit 💃,2022-08-10 20:39:03,20,39,3,Wednesday,August,2022
13421,🙏🙏🥹,Vinayak 👩,2022-08-10 20:40:14,20,40,14,Wednesday,August,2022
13422,Congratulations‎,Abhishek 🐂,2022-08-10 20:40:48,20,40,48,Wednesday,August,2022
13423,‎sticker omitted,Roshan 🍗,2022-08-10 20:41:31,20,41,31,Wednesday,August,2022
13424,Tq u😍😍,Vinayak 👩,2022-08-10 20:43:28,20,43,28,Wednesday,August,2022
13425,,Sharat 🔞,2022-08-15 23:07:19,23,7,19,Monday,August,2022
13426,Evatha endh speech kelri le,Vinayak 👩,2022-08-15 23:08:49,23,8,49,Monday,August,2022
13427,Enn Highlight?,Abhishek 🐂,2022-08-15 23:09:13,23,9,13,Monday,August,2022
13428,Kel le ondh gath eth avr speech Naga,Vinayak 👩,2022-08-15 23:10:37,23,10,37,Monday,August,2022
13429,🤔,Abhishek 🐂,2022-08-15 23:11:00,23,11,0,Monday,August,2022
13430,Link kals,Abhishek 🐂,2022-08-15 23:11:05,23,11,5,Monday,August,2022
13431,Nan tv yag nodidh le,Vinayak 👩,2022-08-15 23:11:48,23,11,48,Monday,August,2022
13432,,Vinayak 👩,2022-08-15 23:13:13,23,13,13,Monday,August,2022
13433,2x neg slow ansathethi le,Abhishek 🐂,2022-08-15 23:15:42,23,15,42,Monday,August,2022
13434,Ha politicians 🙃,Vinayak 👩,2022-08-15 23:16:07,23,16,7,Monday,August,2022
13435,,Abhishek 🐂,2022-08-15 23:46:15,23,46,15,Monday,August,2022
13436,So hot,Abhishek 🐂,2022-08-15 23:46:21,23,46,21,Monday,August,2022
13437,,Roshan 🍗,2022-08-16 07:58:58,7,58,58,Tuesday,August,2022
13438,,Abhishek 🐂,2022-08-16 09:30:09,9,30,9,Tuesday,August,2022
13439,Best motivation for workout,Abhishek 🐂,2022-08-16 09:30:17,9,30,17,Tuesday,August,2022
13440,,Abhishek 🐂,2022-08-17 23:22:21,23,22,21,Wednesday,August,2022
13441,Avng ero Arda confidence edru sak le avn avna🙃,Vinayak 👩,2022-08-18 11:39:56,11,39,56,Thursday,August,2022
13442,,Abhishek 🐂,2022-08-18 13:19:03,13,19,3,Thursday,August,2022
13443,‎sticker omitted‎,Abhishek 🐂,2022-08-18 13:19:11,13,19,11,Thursday,August,2022
13444,‎sticker omitted‎,Roshan 🍗,2022-08-18 13:24:50,13,24,50,Thursday,August,2022
13445,‎sticker omitted,Abhishek 🐂,2022-08-18 13:25:08,13,25,8,Thursday,August,2022
13446,October ga anth,Abhishek 🐂,2022-08-18 13:25:17,13,25,17,Thursday,August,2022
13447,Hu le,Roshan 🍗,2022-08-18 13:25:53,13,25,53,Thursday,August,2022
13448,🫠,Roshan 🍗,2022-08-18 13:25:58,13,25,58,Thursday,August,2022
13449,Ethni Kushi ethini kushi🥹🥹🥹😘,Vinayak 👩,2022-08-18 13:26:13,13,26,13,Thursday,August,2022
13450,Naruto tv broadcast agethethi anth,Abhishek 🐂,2022-08-18 13:31:35,13,31,35,Thursday,August,2022
13451,Hindi dub Sony neg,Abhishek 🐂,2022-08-18 13:31:41,13,31,41,Thursday,August,2022
13452,Hu le nodbek,Vinayak 👩,2022-08-18 13:34:22,13,34,22,Thursday,August,2022
13453,THE SANDMAN nodriri le,Abhishek 🐂,2022-08-21 18:51:03,18,51,3,Sunday,August,2022
13454,Best aythi,Abhishek 🐂,2022-08-21 18:51:06,18,51,6,Sunday,August,2022
13455,Download madkend ba le,Vinayak 👩,2022-08-21 19:28:36,19,28,36,Sunday,August,2022
13456,😂🤣😂,Abhishek 🐂,2022-08-22 15:09:12,15,9,12,Monday,August,2022
13457,Nale full day current erala anth le,Abhishek 🐂,2022-08-22 15:12:53,15,12,53,Monday,August,2022
13458,@919964311910 @919148012797,Abhishek 🐂,2022-08-22 15:13:00,15,13,0,Monday,August,2022
13459,Yar Andru?,Roshan 🍗,2022-08-22 15:15:11,15,15,11,Monday,August,2022
13460,Vinayak m,Abhishek 🐂,2022-08-22 15:15:22,15,15,22,Monday,August,2022
13461,Oh,Roshan 🍗,2022-08-22 15:15:35,15,15,35,Monday,August,2022
13462,Ok,Vinayak 👩,2022-08-22 15:19:08,15,19,8,Monday,August,2022
13463,😂🤣🤣,Abhishek 🐂,2022-08-23 20:21:21,20,21,21,Tuesday,August,2022
13464,😂,Vinayak 👩,2022-08-23 20:23:01,20,23,1,Tuesday,August,2022
13465,Mail madbek andrr dear lund,Abhishek 🐂,2022-08-23 20:23:35,20,23,35,Tuesday,August,2022
13466,😂🤣😂😂,Abhishek 🐂,2022-08-23 20:23:37,20,23,37,Tuesday,August,2022
13467,"If she takes leave, Lund is not working today",Roshan 🍗,2022-08-23 23:34:53,23,34,53,Tuesday,August,2022
13468,Lund is out of office,Abhishek 🐂,2022-08-23 23:35:05,23,35,5,Tuesday,August,2022
13469,😹,Rohit 💃,2022-08-23 23:36:24,23,36,24,Tuesday,August,2022
13470,Guys share,Rohit 💃,2022-08-24 21:53:37,21,53,37,Wednesday,August,2022
13471,The scanner,Rohit 💃,2022-08-24 21:53:41,21,53,41,Wednesday,August,2022
13472,Abhyo,Rohit 💃,2022-08-24 21:54:20,21,54,20,Wednesday,August,2022
13473,Share mad le,Rohit 💃,2022-08-24 21:54:24,21,54,24,Wednesday,August,2022
13474,Ha ok,Abhishek 🐂,2022-08-24 21:54:58,21,54,58,Wednesday,August,2022
13475,2000 kott  news paper daga hakisi bid,Sharat 🔞,2022-08-24 23:15:48,23,15,48,Wednesday,August,2022
13476,,Abhishek 🐂,2022-08-25 22:39:44,22,39,44,Thursday,August,2022
13477,15 mil,Abhishek 🐂,2022-08-25 22:39:50,22,39,50,Thursday,August,2022
13478,YouTuber who hires engineers,Roshan 🍗,2022-08-25 23:26:02,23,26,2,Thursday,August,2022
13479,For making videos,Roshan 🍗,2022-08-25 23:26:21,23,26,21,Thursday,August,2022
13480,Guys,Rohit 💃,2022-08-29 16:10:05,16,10,5,Monday,August,2022
13481,I am back to haveri,Rohit 💃,2022-08-29 16:10:14,16,10,14,Monday,August,2022
13482,Ell adir pa,Rohit 💃,2022-08-29 16:10:21,16,10,21,Monday,August,2022
13483,Sigtire.‎,Rohit 💃,2022-08-29 16:10:37,16,10,37,Monday,August,2022
13484,‎sticker omitted,Vinayak 👩,2022-08-29 16:13:43,16,13,43,Monday,August,2022
13485,,Abhishek 🐂,2022-08-29 16:14:37,16,14,37,Monday,August,2022
13486,Elli,Rohit 💃,2022-08-29 16:52:09,16,52,9,Monday,August,2022
13487,60 rs each @919148012797 @919964311910 @918310392470  phone pe,Abhishek 🐂,2022-08-29 20:39:04,20,39,4,Monday,August,2022
13488,Hu,Rohit 💃,2022-08-29 20:43:04,20,43,4,Monday,August,2022
13489,,Roshan 🍗,2022-08-30 13:00:08,13,0,8,Tuesday,August,2022
13490,En le adu,Rohit 💃,2022-09-01 18:46:45,18,46,45,Thursday,September,2022
13491,Caption nam Sir bardid,Roshan 🍗,2022-09-01 18:47:44,18,47,44,Thursday,September,2022
13492,,Sharat 🔞,2022-09-01 22:25:24,22,25,24,Thursday,September,2022
13493,Nanu prank antha search madakathide le YouTube Naga 🤣,Vinayak 👩,2022-09-01 22:27:19,22,27,19,Thursday,September,2022
13494,nodle edu,Sharat 🔞,2022-09-01 22:29:10,22,29,10,Thursday,September,2022
13495,,Roshan 🍗,2022-09-02 00:11:56,0,11,56,Friday,September,2022
13496,2017,Abhishek 🐂,2022-09-02 00:37:27,0,37,27,Friday,September,2022
13497,💥🎧,Sharat 🔞,2022-09-02 17:10:32,17,10,32,Friday,September,2022
13498,true'caller daga... All about photography anta ayti,Sharat 🔞,2022-09-03 13:51:14,13,51,14,Saturday,September,2022
13499,Wasim da le adu,Roshan 🍗,2022-09-03 13:52:20,13,52,20,Saturday,September,2022
13500,.,Sharat 🔞,2022-09-03 13:52:21,13,52,21,Saturday,September,2022
13501,pakka??,Sharat 🔞,2022-09-03 13:52:27,13,52,27,Saturday,September,2022
13502,save ayti nin kade?,Sharat 🔞,2022-09-03 13:52:35,13,52,35,Saturday,September,2022
13503,🤦‍♂️👍,Sharat 🔞,2022-09-03 13:53:00,13,53,0,Saturday,September,2022
13504,😆,Abhishek 🐂,2022-09-03 13:53:38,13,53,38,Saturday,September,2022
13505,,Abhishek 🐂,2022-09-03 20:45:54,20,45,54,Saturday,September,2022
13506,,Vinayak 👩,2022-09-03 20:48:46,20,48,46,Saturday,September,2022
13507,,Sharat 🔞,2022-09-04 09:11:36,9,11,36,Sunday,September,2022
13508,Evth nang barad agal le @919148012797 @919964311910‎,Abhishek 🐂,2022-09-05 17:57:08,17,57,8,Monday,September,2022
13509,‎sticker omitted‎,Abhishek 🐂,2022-09-06 19:46:45,19,46,45,Tuesday,September,2022
13510,‎sticker omitted,Vinayak 👩,2022-09-06 19:47:08,19,47,8,Tuesday,September,2022
13511,"Innu jeevant adana, shoulder fracture",Roshan 🍗,2022-09-06 20:04:14,20,4,14,Tuesday,September,2022
13512,Ning call madidnen,Rohit 💃,2022-09-06 20:04:52,20,4,52,Tuesday,September,2022
13513,Tunya rvcjinsta nag kakyra,Roshan 🍗,2022-09-06 20:06:46,20,6,46,Tuesday,September,2022
13514,Avn Ning asta kanang post hakyan en‎,Rohit 💃,2022-09-06 20:09:00,20,9,0,Tuesday,September,2022
13515,‎sticker omitted,Sharat 🔞,2022-09-06 20:19:45,20,19,45,Tuesday,September,2022
13516,nanda tali kedateti roshan du yest kettirbard,Sharat 🔞,2022-09-06 20:20:13,20,20,13,Tuesday,September,2022
13517,Yak,Rohit 💃,2022-09-06 20:20:34,20,20,34,Tuesday,September,2022
13518,Le,Rohit 💃,2022-09-06 20:20:35,20,20,35,Tuesday,September,2022
13519,Silence is the best answer‎,Roshan 🍗,2022-09-06 20:20:48,20,20,48,Tuesday,September,2022
13520,‎sticker omitted,Roshan 🍗,2022-09-06 20:21:00,20,21,0,Tuesday,September,2022
13521,😂,Sharat 🔞,2022-09-06 20:21:14,20,21,14,Tuesday,September,2022
13522,En at le Ning Mansik maddang madati alla,Rohit 💃,2022-09-06 20:21:20,20,21,20,Tuesday,September,2022
13523,Yen sharya cha kududi?‎,Roshan 🍗,2022-09-06 20:22:21,20,22,21,Tuesday,September,2022
13524,‎sticker omitted‎,Sharat 🔞,2022-09-06 20:26:18,20,26,18,Tuesday,September,2022
13525,‎sticker omitted‎,Abhishek 🐂,2022-09-06 20:32:44,20,32,44,Tuesday,September,2022
13526,‎sticker omitted,Rohit 💃,2022-09-06 21:01:55,21,1,55,Tuesday,September,2022
13527,,Roshan 🍗,2022-09-07 22:54:48,22,54,48,Wednesday,September,2022
13528,@all Haveri sarswati ga brahamastra aythi hogan barri le nale,Abhishek 🐂,2022-09-09 12:34:19,12,34,19,Friday,September,2022
13529,Today's One Piece manga❤‍🔥‎,Roshan 🍗,2022-09-09 16:07:33,16,7,33,Friday,September,2022
13530,‎sticker omitted‎,Abhishek 🐂,2022-09-09 16:07:56,16,7,56,Friday,September,2022
13531,‎sticker omitted,Abhishek 🐂,2022-09-09 16:08:45,16,8,45,Friday,September,2022
13532,Bonk 😂🤣🤣😂,Abhishek 🐂,2022-09-09 16:08:52,16,8,52,Friday,September,2022
13533,Grnd hogan barri le,Abhishek 🐂,2022-09-09 16:15:31,16,15,31,Friday,September,2022
13534,😓😓,Abhishek 🐂,2022-09-09 16:15:36,16,15,36,Friday,September,2022
13535,,Sharat 🔞,2022-09-10 22:24:09,22,24,9,Saturday,September,2022
13536,Sara mood kharab kardiya‎,Rohit 💃,2022-09-10 23:42:56,23,42,56,Saturday,September,2022
13537,‎sticker omitted‎,Rohit 💃,2022-09-10 23:43:04,23,43,4,Saturday,September,2022
13538,‎sticker omitted,Abhishek 🐂,2022-09-10 23:47:05,23,47,5,Saturday,September,2022
13539,💥👏,Sharat 🔞,2022-09-17 17:29:49,17,29,49,Saturday,September,2022
13540,Kgf remake yen?,Vinayak 👩,2022-09-17 17:58:54,17,58,54,Saturday,September,2022
13541,😂😂bsdk,Abhishek 🐂,2022-09-17 18:01:29,18,1,29,Saturday,September,2022
13542,😂‎,Sharat 🔞,2022-09-17 18:01:42,18,1,42,Saturday,September,2022
13543,‎sticker omitted,Vinayak 👩,2022-09-17 18:02:45,18,2,45,Saturday,September,2022
13544,😂😂😂,Rohit 💃,2022-09-17 22:03:47,22,3,47,Saturday,September,2022
13545,Le avn avna exam fail agide le Nan kanas Naga 😰adhu english🥲 avn avn hentha hedarki le pa 😅 adhu final year Naga‎,Vinayak 👩,2022-09-20 08:59:33,8,59,33,Tuesday,September,2022
13546,‎sticker omitted‎,Roshan 🍗,2022-09-20 09:00:15,9,0,15,Tuesday,September,2022
13547,‎sticker omitted‎,Abhishek 🐂,2022-09-20 09:02:33,9,2,33,Tuesday,September,2022
13548,‎sticker omitted,Vinayak 👩,2022-09-20 09:06:24,9,6,24,Tuesday,September,2022
13549,Nk,Rohit 💃,2022-09-21 09:13:46,9,13,46,Wednesday,September,2022
13550,Nang nin Africa ge hadak hogid kans bidit le,Rohit 💃,2022-09-21 09:14:47,9,14,47,Wednesday,September,2022
13551,😂,Rohit 💃,2022-09-21 09:14:49,9,14,49,Wednesday,September,2022
13552,Nan ninge husaru pa anta helatidde Ni hadak hontiddi 🤣,Rohit 💃,2022-09-21 09:15:36,9,15,36,Wednesday,September,2022
13553,Africans be like‎,Vinayak 👩,2022-09-21 09:16:12,9,16,12,Wednesday,September,2022
13554,‎sticker omitted‎,Vinayak 👩,2022-09-21 09:16:14,9,16,14,Wednesday,September,2022
13555,‎sticker omitted‎,Abhishek 🐂,2022-09-21 09:17:00,9,17,0,Wednesday,September,2022
13556,‎sticker omitted,Rohit 💃,2022-09-21 09:23:14,9,23,14,Wednesday,September,2022
13557,,Roshan 🍗,2022-09-22 22:23:58,22,23,58,Thursday,September,2022
13558,‎sticker omitted,Sharat 🔞,2022-09-23 13:04:45,13,4,45,Friday,September,2022
13559,Roashan..a..😂‎,Vinayak 👩,2022-09-23 13:19:08,13,19,8,Friday,September,2022
13560,‎sticker omitted,Roshan 🍗,2022-09-23 13:27:09,13,27,9,Friday,September,2022
13561,Namd full critical aythi adruu resign madi addrru bartheni,Abhishek 🐂,2022-09-23 13:30:01,13,30,1,Friday,September,2022
13562,😂😂‎,Abhishek 🐂,2022-09-23 13:30:04,13,30,4,Friday,September,2022
13563,‎sticker omitted‎,Vinayak 👩,2022-09-23 13:30:19,13,30,19,Friday,September,2022
13564,‎sticker omitted‎,Abhishek 🐂,2022-09-23 13:30:31,13,30,31,Friday,September,2022
13565,‎sticker omitted,Abhishek 🐂,2022-09-23 22:36:05,22,36,5,Friday,September,2022
13566,Shabhash,Vinayak 👩,2022-09-23 22:36:32,22,36,32,Friday,September,2022
13567,,Vinayak 👩,2022-09-24 10:50:29,10,50,29,Saturday,September,2022
13568,,Vinayak 👩,2022-09-24 15:35:37,15,35,37,Saturday,September,2022
13569,If anyone is free suggest me a laptop 40k to 50k it's for my frnd.,Vinayak 👩,2022-09-25 18:36:13,18,36,13,Sunday,September,2022
13570,iPhone togo anle... laptop yen madtana avana avan‎,Sharat 🔞,2022-09-25 18:50:02,18,50,2,Sunday,September,2022
13571,‎sticker omitted,Abhishek 🐂,2022-09-25 18:51:18,18,51,18,Sunday,September,2022
13572,"Nim ast shrimantr erbek al pa yalaru ,,iPhone thogonthiri hosa mani nu katasthiri..🙂‎",Vinayak 👩,2022-09-25 18:51:42,18,51,42,Sunday,September,2022
13573,‎sticker omitted,Abhishek 🐂,2022-09-25 18:53:39,18,53,39,Sunday,September,2022
13574,tu avan avan 🫂......,Sharat 🔞,2022-09-25 18:53:45,18,53,45,Sunday,September,2022
13575,neenu saala madko neenu kattisti😂🥲‎,Sharat 🔞,2022-09-25 18:54:12,18,54,12,Sunday,September,2022
13576,‎sticker omitted,Abhishek 🐂,2022-09-25 18:54:21,18,54,21,Sunday,September,2022
13577,Ignored...🥲‎,Abhishek 🐂,2022-09-25 18:54:43,18,54,43,Sunday,September,2022
13578,‎sticker omitted,Rohit 💃,2022-09-25 18:55:14,18,55,14,Sunday,September,2022
13579,Aye huvina bath‎,Rohit 💃,2022-09-25 18:55:16,18,55,16,Sunday,September,2022
13580,‎sticker omitted,Abhishek 🐂,2022-09-25 18:55:33,18,55,33,Sunday,September,2022
13581,Nina kod le sala na‎,Vinayak 👩,2022-09-25 18:55:35,18,55,35,Sunday,September,2022
13582,‎sticker omitted‎,Roshan 🍗,2022-09-25 18:56:01,18,56,1,Sunday,September,2022
13583,‎sticker omitted‎,Rohit 💃,2022-09-25 19:22:25,19,22,25,Sunday,September,2022
13584,‎sticker omitted,Abhishek 🐂,2022-09-25 19:23:01,19,23,1,Sunday,September,2022
13585,,Roshan 🍗,2022-09-27 09:02:05,9,2,5,Tuesday,September,2022
13586,,Abhishek 🐂,2022-09-27 18:50:04,18,50,4,Tuesday,September,2022
13587,,Vinayak 👩,2022-09-27 23:33:20,23,33,20,Tuesday,September,2022
13588,Private established bank neg fd hakk le 10-11% avra kodthar,Abhishek 🐂,2022-09-28 08:42:17,8,42,17,Wednesday,September,2022
13589,Risk bro🙃,Vinayak 👩,2022-09-28 08:43:51,8,43,51,Wednesday,September,2022
13590,Stock kintha kammi na,Abhishek 🐂,2022-09-28 08:44:14,8,44,14,Wednesday,September,2022
13591,Hmm 🧐 comparatively,Vinayak 👩,2022-09-28 08:47:55,8,47,55,Wednesday,September,2022
13592,Women anadh sticker edra kals le‎,Vinayak 👩,2022-09-29 16:41:17,16,41,17,Thursday,September,2022
13593,‎sticker omitted‎,Abhishek 🐂,2022-09-29 16:43:47,16,43,47,Thursday,September,2022
13594,‎sticker omitted,Abhishek 🐂,2022-09-29 16:44:10,16,44,10,Thursday,September,2022
13595,Ha edh 👍❤️,Vinayak 👩,2022-09-29 16:44:19,16,44,19,Thursday,September,2022
13596,,Sharat 🔞,2022-09-30 21:56:56,21,56,56,Friday,September,2022
13597,bro's,Sharat 🔞,2022-10-01 22:18:45,22,18,45,Saturday,October,2022
13598,🥲,Sharat 🔞,2022-10-01 22:18:49,22,18,49,Saturday,October,2022
13599,nan yella swaman herkond hontvi,Sharat 🔞,2022-10-01 22:19:07,22,19,7,Saturday,October,2022
13600,C you!.... nenp harbedrooo🤜🤛🫰‎,Sharat 🔞,2022-10-01 22:19:22,22,19,22,Saturday,October,2022
13601,‎sticker omitted‎,Abhishek 🐂,2022-10-01 22:19:48,22,19,48,Saturday,October,2022
13602,‎sticker omitted,Abhishek 🐂,2022-10-01 22:20:09,22,20,9,Saturday,October,2022
13603,🥲,Sharat 🔞,2022-10-01 22:21:31,22,21,31,Saturday,October,2022
13604,"5,6 mani avar alatara nod",Sharat 🔞,2022-10-01 22:22:05,22,22,5,Saturday,October,2022
13605,nam mummy nu seri‎,Sharat 🔞,2022-10-01 22:22:06,22,22,6,Saturday,October,2022
13606,‎sticker omitted‎,Vinayak 👩,2022-10-01 22:26:35,22,26,35,Saturday,October,2022
13607,‎sticker omitted‎,Abhishek 🐂,2022-10-01 22:26:52,22,26,52,Saturday,October,2022
13608,‎sticker omitted‎,Vinayak 👩,2022-10-01 22:27:06,22,27,6,Saturday,October,2022
13609,‎sticker omitted‎,Sharat 🔞,2022-10-01 22:27:16,22,27,16,Saturday,October,2022
13610,‎GIF omitted‎,Abhishek 🐂,2022-10-01 22:27:53,22,27,53,Saturday,October,2022
13611,‎GIF omitted,Vinayak 👩,2022-10-01 22:29:17,22,29,17,Saturday,October,2022
13612,mava na sattilla... uru bitt honteni...  CONFERENCE hakdaga matadri paa,Sharat 🔞,2022-10-01 22:30:01,22,30,1,Saturday,October,2022
13613,asta expect madod na‎,Sharat 🔞,2022-10-01 22:30:06,22,30,6,Saturday,October,2022
13614,‎image omitted‎,Abhishek 🐂,2022-10-01 22:30:20,22,30,20,Saturday,October,2022
13615,‎sticker omitted,Vinayak 👩,2022-10-01 22:30:48,22,30,48,Saturday,October,2022
13616,❤️,Vinayak 👩,2022-10-01 22:30:57,22,30,57,Saturday,October,2022
13617,Avth Gadag endh barbekara lite agi mansik agidvi nav,Abhishek 🐂,2022-10-01 22:31:03,22,31,3,Saturday,October,2022
13618,😶‍🌫,Abhishek 🐂,2022-10-01 22:31:08,22,31,8,Saturday,October,2022
13619,nan nimmanna tirgi nodilla pa... neev hodmele,Sharat 🔞,2022-10-01 22:31:54,22,31,54,Saturday,October,2022
13620,ella pakka kannaga neer bartitt‎,Sharat 🔞,2022-10-01 22:32:01,22,32,1,Saturday,October,2022
13621,‎GIF omitted,Abhishek 🐂,2022-10-01 22:34:10,22,34,10,Saturday,October,2022
13622,namdella destination banglore,Sharat 🔞,2022-10-01 22:35:00,22,35,0,Saturday,October,2022
13623,sigan‎,Sharat 🔞,2022-10-01 22:35:04,22,35,4,Saturday,October,2022
13624,‎sticker omitted‎,Abhishek 🐂,2022-10-01 22:35:15,22,35,15,Saturday,October,2022
13625,‎sticker omitted,Vinayak 👩,2022-10-01 22:35:19,22,35,19,Saturday,October,2022
13626,Meet agbek andrr barthevi thaga‎,Abhishek 🐂,2022-10-01 22:35:47,22,35,47,Saturday,October,2022
13627,‎sticker omitted‎,Abhishek 🐂,2022-10-01 22:35:49,22,35,49,Saturday,October,2022
13628,‎sticker omitted,Abhishek 🐂,2022-10-01 22:36:01,22,36,1,Saturday,October,2022
13629,Enn hinga le ellaru vais ayth enn responsibility barthav avr avr life avr avr family,Abhishek 🐂,2022-10-01 22:36:51,22,36,51,Saturday,October,2022
13630,Harsh but fact,Abhishek 🐂,2022-10-01 22:37:09,22,37,9,Saturday,October,2022
13631,"le... ondina plzzz nam manige barri!....plzZoo, Zipline , Basaveshwar moorthi yella kade hogon!.... plzz yella nanda karch",Sharat 🔞,2022-10-01 22:37:14,22,37,14,Saturday,October,2022
13632,🫂,Sharat 🔞,2022-10-01 22:37:27,22,37,27,Saturday,October,2022
13633,Gadag mandi baal est addr mava alle settle adru adne nan😅😅‎,Abhishek 🐂,2022-10-01 22:37:57,22,37,57,Saturday,October,2022
13634,‎sticker omitted,Vinayak 👩,2022-10-01 22:38:00,22,38,0,Saturday,October,2022
13635,Hu ba!...,Sharat 🔞,2022-10-01 22:38:26,22,38,26,Saturday,October,2022
13636,always welcome,Sharat 🔞,2022-10-01 22:38:29,22,38,29,Saturday,October,2022
13637,Bsdk ennu Gadag shift agilla agle welcome madakathan nod eva,Vinayak 👩,2022-10-01 22:38:53,22,38,53,Saturday,October,2022
13638,Heart enn ondh type agathethi 🥲,Abhishek 🐂,2022-10-01 22:39:32,22,39,32,Saturday,October,2022
13639,Adhar card Change ageti mava 1 month hindaa,Sharat 🔞,2022-10-01 22:40:20,22,40,20,Saturday,October,2022
13640,Express madak agvald allu barvald nagatheni but enn heart weak adang agethi,Abhishek 🐂,2022-10-01 22:40:29,22,40,29,Saturday,October,2022
13641,avaginda na Gadag dava ageni na,Sharat 🔞,2022-10-01 22:40:29,22,40,29,Saturday,October,2022
13642,Karnataka dava addi tho le,Abhishek 🐂,2022-10-01 22:40:58,22,40,58,Saturday,October,2022
13643,avan avan hada....🤜🤛🫰‎,Sharat 🔞,2022-10-01 22:41:38,22,41,38,Saturday,October,2022
13644,‎sticker omitted‎,Rohit 💃,2022-10-01 23:17:27,23,17,27,Saturday,October,2022
13645,‎sticker omitted‎,Rohit 💃,2022-10-01 23:17:44,23,17,44,Saturday,October,2022
13646,‎sticker omitted‎,Rohit 💃,2022-10-01 23:17:49,23,17,49,Saturday,October,2022
13647,‎sticker omitted‎,Rohit 💃,2022-10-01 23:17:53,23,17,53,Saturday,October,2022
13648,‎sticker omitted‎,Rohit 💃,2022-10-01 23:17:55,23,17,55,Saturday,October,2022
13649,‎sticker omitted,Rohit 💃,2022-10-01 23:18:01,23,18,1,Saturday,October,2022
13650,We miss those Sai Baba gudi katti days,Abhishek 🐂,2022-10-01 23:18:17,23,18,17,Saturday,October,2022
13651,Please do say this 🥹,Rohit 💃,2022-10-01 23:18:20,23,18,20,Saturday,October,2022
13652,Don't *‎,Rohit 💃,2022-10-01 23:18:32,23,18,32,Saturday,October,2022
13653,‎GIF omitted,Abhishek 🐂,2022-10-01 23:18:33,23,18,33,Saturday,October,2022
13654,Night baal depressing aythi pa shanta🥲🥲,Abhishek 🐂,2022-10-01 23:19:02,23,19,2,Saturday,October,2022
13655,Nights are young anta edak antara anta eg gotaytu,Rohit 💃,2022-10-01 23:19:26,23,19,26,Saturday,October,2022
13656,😕😤,Sharat 🔞,2022-10-01 23:24:01,23,24,1,Saturday,October,2022
13657,Alla le sharya ivag helti alla,Rohit 💃,2022-10-01 23:25:03,23,25,3,Saturday,October,2022
13658,Bitt hontini anta,Rohit 💃,2022-10-01 23:25:08,23,25,8,Saturday,October,2022
13659,Ella nenp barthav pa avn avvn enn madli🥹,Abhishek 🐂,2022-10-01 23:25:11,23,25,11,Saturday,October,2022
13660,hey .. avaga heleni na monne na,Sharat 🔞,2022-10-01 23:25:27,23,25,27,Saturday,October,2022
13661,Saturday barteni anta,Sharat 🔞,2022-10-01 23:25:32,23,25,32,Saturday,October,2022
13662,Modla helidr nim appar ge mane kattask bidtirlila nav alle,Rohit 💃,2022-10-01 23:25:54,23,25,54,Saturday,October,2022
13663,🤣😂🥹,Abhishek 🐂,2022-10-01 23:26:10,23,26,10,Saturday,October,2022
13664,Ya cutiya le,Abhishek 🐂,2022-10-01 23:26:16,23,26,16,Saturday,October,2022
13665,Nin,Abhishek 🐂,2022-10-01 23:26:18,23,26,18,Saturday,October,2022
13666,😒‎,Rohit 💃,2022-10-01 23:26:33,23,26,33,Saturday,October,2022
13667,‎GIF omitted,Abhishek 🐂,2022-10-01 23:27:04,23,27,4,Saturday,October,2022
13668,Sharya ondh request le‎,Vinayak 👩,2022-10-01 23:28:22,23,28,22,Saturday,October,2022
13669,‎sticker omitted‎,Roshan 🍗,2022-10-01 23:29:16,23,29,16,Saturday,October,2022
13670,‎sticker omitted‎,Abhishek 🐂,2022-10-01 23:29:38,23,29,38,Saturday,October,2022
13671,‎sticker omitted,Roshan 🍗,2022-10-01 23:30:00,23,30,0,Saturday,October,2022
13672,@917259104204 mava banglore neg sigan old monk mixing madkond enni hodyana ondh Dina🙌,Abhishek 🐂,2022-10-01 23:33:38,23,33,38,Saturday,October,2022
